,Incident Day of Week,Incident Category,Intersection,Latitude,Longitude
2181,Friday,Warrant,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2182,Thursday,Larceny Theft,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2183,Monday,Other Miscellaneous,24TH ST \ GUERRERO ST,37.75197162434785,-122.4228788338116
2184,Saturday,Larceny Theft,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2185,Monday,Malicious Mischief,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2186,Wednesday,Larceny Theft,23RD ST \ GUERRERO ST,37.75356917984707,-122.42302846551908
2187,Saturday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763965996140094,-122.42398155607306
2188,Tuesday,Malicious Mischief,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2189,Monday,Disorderly Conduct,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2190,Tuesday,Other Offenses,24TH ST \ GUERRERO ST,37.75197162434785,-122.4228788338116
2191,Saturday,Malicious Mischief,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2192,Tuesday,Non-Criminal,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2193,Sunday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2194,Tuesday,Larceny Theft,GUERRERO ST \ CUMBERLAND ST,37.759164226885794,-122.42361294279785
2195,Saturday,Malicious Mischief,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2196,Monday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2197,Sunday,Burglary,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2198,Wednesday,Recovered Vehicle,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2199,Thursday,Lost Property,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2200,Monday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2201,Sunday,Warrant,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2202,Friday,Non-Criminal,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2203,Wednesday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2204,Sunday,Non-Criminal,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2205,Tuesday,Malicious Mischief,GUERRERO ST \ DORLAND ST,37.76234101171303,-122.4239265643018
2206,Friday,Recovered Vehicle,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2207,Sunday,Disorderly Conduct,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2208,Sunday,Burglary,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2209,Friday,Non-Criminal,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2210,Sunday,Other Miscellaneous,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2211,Friday,Other Miscellaneous,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2212,Tuesday,Warrant,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2213,Monday,Larceny Theft,27TH ST \ GUERRERO ST,37.74717191411707,-122.42238353723677
2214,Thursday,Sex Offense,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2215,Monday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2216,Friday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2217,Thursday,Non-Criminal,GUERRERO ST \ DUNCAN ST,37.7463765189734,-122.42231065611328
2218,Thursday,Larceny Theft,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.7455788126339,-122.42221829226034
2219,Thursday,Lost Property,GUERRERO ST \ CUMBERLAND ST,37.759164226885794,-122.42361294279785
2220,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2221,Tuesday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2222,Sunday,Larceny Theft,LIBERTY ST \ GUERRERO ST,37.75757006215989,-122.42336725813213
2223,Sunday,Assault,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2224,Sunday,Burglary,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2225,Sunday,Malicious Mischief,22ND ST \ GUERRERO ST,37.755169793091,-122.4231810012334
2226,Tuesday,Traffic Violation Arrest,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2227,Sunday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2228,Thursday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2229,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2230,Saturday,Burglary,ELIZABETH ST \ GUERRERO ST,37.752777617803204,-122.42290957373044
2231,Sunday,Weapons Offense,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2232,Thursday,Other Miscellaneous,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2233,Sunday,Suspicious Occ,LIBERTY ST \ GUERRERO ST,37.75756490811037,-122.4234525179395
2234,Friday,Missing Person,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2235,Tuesday,Burglary,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2236,Wednesday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763965996140094,-122.42398155607306
2237,Tuesday,Recovered Vehicle,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2238,Thursday,Suspicious Occ,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2239,Thursday,Malicious Mischief,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2240,Saturday,Malicious Mischief,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2241,Friday,Burglary,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2242,Wednesday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2243,Saturday,Recovered Vehicle,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2244,Thursday,Larceny Theft,LIBERTY ST \ GUERRERO ST,37.75757006215989,-122.42336725813213
2245,Thursday,Motor Vehicle Theft,25TH ST \ GUERRERO ST,37.750372239652755,-122.42272561201122
2246,Saturday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2247,Monday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2248,Saturday,Malicious Mischief,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2249,Wednesday,Drug Offense,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2250,Saturday,Assault,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2251,Friday,Other Miscellaneous,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2252,Tuesday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2253,Wednesday,Recovered Vehicle,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2254,Friday,Malicious Mischief,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2255,Sunday,Malicious Mischief,GUERRERO ST \ CUMBERLAND ST,37.759164226885794,-122.42361294279785
2256,Tuesday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2257,Monday,Malicious Mischief,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.770747744629546,-122.42485259980008
2258,Thursday,Motor Vehicle Theft,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2259,Monday,Larceny Theft,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2260,Monday,Larceny Theft,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2261,Monday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2262,Tuesday,Other Miscellaneous,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2263,Monday,Other,ELIZABETH ST \ GUERRERO ST,37.752777617803204,-122.42290957373044
2264,Wednesday,Missing Person,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2265,Saturday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2266,Friday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2267,Wednesday,Traffic Violation Arrest,25TH ST \ GUERRERO ST,37.750372239652755,-122.42272561201122
2268,Sunday,Burglary,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2269,Friday,Suspicious Occ,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.770747744629546,-122.42485259980008
2270,Friday,Lost Property,25TH ST \ GUERRERO ST,37.750372239652755,-122.42272561201122
2271,Friday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2272,Tuesday,Traffic Violation Arrest,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2273,Wednesday,Burglary,25TH ST \ GUERRERO ST,37.750372239652755,-122.42272561201122
2274,Wednesday,Lost Property,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2275,Friday,Assault,24TH ST \ GUERRERO ST,37.75197162434785,-122.4228788338116
2276,Tuesday,Burglary,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2277,Thursday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2278,Thursday,Stolen Property,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2279,Wednesday,Larceny Theft,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.7455788126339,-122.42221829226034
2280,Monday,Burglary,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2281,Wednesday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2282,Sunday,Non-Criminal,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2283,Friday,Recovered Vehicle,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.7455788126339,-122.42221829226034
2284,Friday,Other Miscellaneous,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2285,Wednesday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2286,Tuesday,Drug Offense,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2287,Monday,Traffic Violation Arrest,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2288,Saturday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2289,Thursday,Other Miscellaneous,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.770747744629546,-122.42485259980008
2290,Sunday,Motor Vehicle Theft,CLINTON PARK \ GUERRERO ST,37.76914818040552,-122.4244750185801
2291,Tuesday,Burglary,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2292,Sunday,Burglary,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2293,Tuesday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2294,Sunday,Recovered Vehicle,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2295,Friday,Other Miscellaneous,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2296,Tuesday,Disorderly Conduct,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2297,Monday,Malicious Mischief,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2298,Friday,Recovered Vehicle,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2299,Sunday,Larceny Theft,GUERRERO ST \ ALVARADO ST,37.754375197396186,-122.42306213798885
2300,Wednesday,Suspicious Occ,ELIZABETH ST \ GUERRERO ST,37.752777617803204,-122.42290957373044
2301,Friday,Burglary,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2302,Tuesday,Larceny Theft,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2303,Tuesday,Assault,25TH ST \ GUERRERO ST,37.750372239652755,-122.42272561201122
2304,Tuesday,Larceny Theft,GUERRERO ST \ DUNCAN ST,37.7463765189734,-122.42231065611328
2305,Tuesday,Burglary,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2306,Sunday,Burglary,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2307,Wednesday,Larceny Theft,GUERRERO ST \ ALVARADO ST,37.754375197396186,-122.42306213798885
2308,Thursday,Offences Against The Family And Children,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2309,Friday,Traffic Violation Arrest,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2310,Friday,Larceny Theft,GUERRERO ST \ DORLAND ST,37.76234101171303,-122.4239265643018
2311,Thursday,Non-Criminal,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2312,Monday,Miscellaneous Investigation,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2313,Friday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2314,Friday,Assault,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2315,Saturday,Non-Criminal,ELIZABETH ST \ GUERRERO ST,37.752777617803204,-122.42290957373044
2316,Friday,Other Miscellaneous,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2317,Sunday,Motor Vehicle Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2318,Friday,Other Miscellaneous,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2319,Saturday,Other,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2320,Tuesday,Other,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2321,Tuesday,Missing Person,GUERRERO ST \ BROSNAN ST,37.768629313657044,-122.42442416173678
2322,Tuesday,Burglary,24TH ST \ GUERRERO ST,37.75197162434785,-122.4228788338116
2323,Monday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2324,Thursday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2325,Wednesday,Warrant,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2326,Thursday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2327,Monday,Missing Person,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2328,Monday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2329,Friday,Lost Property,GUERRERO ST \ ALVARADO ST,37.754375197396186,-122.42306213798885
2330,Sunday,Larceny Theft,CLINTON PARK \ GUERRERO ST,37.76914818040552,-122.4244750185801
2331,Saturday,Other Miscellaneous,ELIZABETH ST \ GUERRERO ST,37.752777617803204,-122.42290957373044
2332,Thursday,Fraud,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2333,Wednesday,Burglary,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.7455788126339,-122.42221829226034
2334,Sunday,Lost Property,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2335,Wednesday,Larceny Theft,27TH ST \ GUERRERO ST,37.74717191411707,-122.42238353723677
2336,Wednesday,Burglary,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2337,Sunday,Larceny Theft,24TH ST \ GUERRERO ST,37.75197162434785,-122.4228788338116
2338,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2339,Tuesday,Larceny Theft,GUERRERO ST \ ALVARADO ST,37.754375197396186,-122.42306213798885
2340,Monday,Malicious Mischief,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2341,Tuesday,Other Miscellaneous,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2342,Monday,Malicious Mischief,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2343,Saturday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2344,Sunday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2345,Sunday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2346,Thursday,Motor Vehicle Theft,HILL ST \ GUERRERO ST,37.755970966730814,-122.42321453596978
2347,Sunday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2348,Friday,Larceny Theft,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2349,Tuesday,Other Miscellaneous,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2350,Friday,Offences Against The Family And Children,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2351,Thursday,Larceny Theft,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2352,Sunday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2353,Saturday,Burglary,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2354,Sunday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2355,Saturday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2356,Monday,Motor Vehicle Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2357,Friday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763965996140094,-122.42398155607306
2358,Monday,Burglary,GUERRERO ST \ DUNCAN ST,37.7463765189734,-122.42231065611328
2359,Thursday,Fraud,GUERRERO ST \ BROSNAN ST,37.768629313657044,-122.42442416173678
2360,Friday,Other,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2361,Monday,Malicious Mischief,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2362,Wednesday,Other Miscellaneous,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2363,Saturday,Larceny Theft,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2364,Monday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763965996140094,-122.42398155607306
2365,Monday,Larceny Theft,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2366,Wednesday,Fraud,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.770747744629546,-122.42485259980008
2367,Tuesday,Malicious Mischief,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2368,Sunday,Assault,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2369,Monday,Miscellaneous Investigation,GUERRERO ST \ DORLAND ST,37.76234101171303,-122.4239265643018
2370,Saturday,Warrant,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2371,Thursday,Motor Vehicle Theft,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2372,Sunday,Assault,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2373,Thursday,Fraud,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.770747744629546,-122.42485259980008
2374,Thursday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2375,Wednesday,Burglary,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2376,Monday,Other,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2377,Monday,Warrant,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2378,Thursday,Disorderly Conduct,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2379,Sunday,Malicious Mischief,LIBERTY ST \ GUERRERO ST,37.75757006215989,-122.42336725813213
2380,Sunday,Non-Criminal,LIBERTY ST \ GUERRERO ST,37.75756490811037,-122.4234525179395
2381,Friday,Larceny Theft,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2382,Saturday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2383,Tuesday,Traffic Violation Arrest,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2384,Thursday,Larceny Theft,25TH ST \ GUERRERO ST,37.750372239652755,-122.42272561201122
2385,Sunday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2386,Saturday,Larceny Theft,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2387,Sunday,Malicious Mischief,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2388,Saturday,Larceny Theft,22ND ST \ GUERRERO ST,37.755169793091,-122.4231810012334
2389,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2390,Sunday,Non-Criminal,GUERRERO ST \ CAMP ST,37.763965996140094,-122.42398155607306
2391,Tuesday,Larceny Theft,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2392,Tuesday,Warrant,24TH ST \ GUERRERO ST,37.75197162434785,-122.4228788338116
2393,Tuesday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2394,Saturday,Assault,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2395,Saturday,Larceny Theft,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2396,Saturday,Assault,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2397,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2398,Sunday,Larceny Theft,25TH ST \ GUERRERO ST,37.750372239652755,-122.42272561201122
2399,Wednesday,Other Miscellaneous,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2400,Friday,Drug Offense,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2401,Tuesday,Other Miscellaneous,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2402,Friday,Non-Criminal,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2403,Thursday,Non-Criminal,24TH ST \ GUERRERO ST,37.75197162434785,-122.4228788338116
2404,Thursday,Assault,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2405,Thursday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2406,Wednesday,Malicious Mischief,ELIZABETH ST \ GUERRERO ST,37.752777617803204,-122.42290957373044
2407,Tuesday,Motor Vehicle Theft,23RD ST \ GUERRERO ST,37.75356917984707,-122.42302846551908
2408,Sunday,Larceny Theft,23RD ST \ GUERRERO ST,37.75356917984707,-122.42302846551908
2409,Friday,Other Miscellaneous,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.770747744629546,-122.42485259980008
2410,Sunday,Larceny Theft,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2411,Saturday,Vehicle Misplaced,GUERRERO ST \ CAMP ST,37.763965996140094,-122.42398155607306
2412,Friday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2413,Wednesday,Larceny Theft,GUERRERO ST \ ALVARADO ST,37.754375197396186,-122.42306213798885
2414,Thursday,Motor Vehicle Theft,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2415,Thursday,Malicious Mischief,LIBERTY ST \ GUERRERO ST,37.75757006215989,-122.42336725813213
2416,Thursday,Drug Offense,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2417,Wednesday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763965996140094,-122.42398155607306
2418,Tuesday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2419,Saturday,Motor Vehicle Theft,LIBERTY ST \ GUERRERO ST,37.75757006215989,-122.42336725813213
2420,Thursday,Larceny Theft,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2421,Friday,Suspicious Occ,LIBERTY ST \ GUERRERO ST,37.75756490811037,-122.4234525179395
2422,Sunday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2423,Wednesday,Larceny Theft,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2424,Monday,Fraud,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2425,Wednesday,Malicious Mischief,19TH ST \ GUERRERO ST,37.75996737508222,-122.42364130874256
2426,Thursday,Larceny Theft,GUERRERO ST \ DORLAND ST,37.76234101171303,-122.4239265643018
2427,Friday,Burglary,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2428,Tuesday,Malicious Mischief,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2429,Thursday,Warrant,22ND ST \ GUERRERO ST,37.755169793091,-122.4231810012334
2430,Thursday,Non-Criminal,HILL ST \ GUERRERO ST,37.755970966730814,-122.42321453596978
2431,Friday,Burglary,27TH ST \ GUERRERO ST,37.74717191411707,-122.42238353723677
2432,Saturday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763965996140094,-122.42398155607306
2433,Monday,Other Miscellaneous,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2434,Monday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345128393,-122.42410268505228
2435,Saturday,Malicious Mischief,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2436,Monday,Traffic Collision,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2437,Friday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2438,Saturday,Non-Criminal,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.7455788126339,-122.42221829226034
2439,Sunday,Larceny Theft,GUERRERO ST \ ALVARADO ST,37.754375197396186,-122.42306213798885
2440,Sunday,Burglary,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2441,Tuesday,Other Miscellaneous,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2442,Wednesday,Other Miscellaneous,GUERRERO ST \ CLINTON PARK,37.7691336641169,-122.42457075937115
2443,Wednesday,Malicious Mischief,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2444,Monday,Other,GUERRERO ST \ DUBOCE AVE,37.76973469514724,-122.42458109059116
2445,Wednesday,Motor Vehicle Theft,GUERRERO ST \ 14TH ST,37.76800642408289,-122.42441169103962
2446,Thursday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2447,Monday,Larceny Theft,GUERRERO ST \ CESAR CHAVEZ ST,37.74801344882507,-122.42248736491136
2448,Saturday,Larceny Theft,26TH ST \ GUERRERO ST,37.74877289682655,-122.42257106316357
2449,Monday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836454766479,-122.423488532466
2450,Thursday,Burglary,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.770747744629546,-122.42485259980008
2451,Wednesday,Motor Vehicle Theft,21ST ST \ GUERRERO ST,37.756768780060355,-122.42333060702008
2452,Friday,Miscellaneous Investigation,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2453,Thursday,Larceny Theft,25TH ST \ GUERRERO ST,37.750372239652755,-122.42272561201122
2454,Sunday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640576627656,-122.42425811457072
2455,Tuesday,Warrant,18TH ST \ GUERRERO ST,37.76156567221035,-122.42380067197969
2456,Thursday,Disorderly Conduct,17TH ST \ GUERRERO ST,37.76316782362078,-122.42395924405315
2457,Thursday,Recovered Vehicle,ELIZABETH ST \ GUERRERO ST,37.752777617803204,-122.42290957373044
